,company_name,job_title,min_experience,total_avg_sala,avg_salary_in_lacs,min_salary,max_salary,num_of_salaries
897,Flipkart,Senior Data Scientist,5,8200000,82,55.0L,100.0L,5
1442,Emirates Airlines,Senior Data Engineer,6,6830000,68.3,20.0L,94.0L,5
1462,Uber,Senior Data Engineer,7,6630000,66.3,34.5L,93.0L,5
770,Microsoft Corporation,Senior Data Scientist,4,5640000,56.4,30.0L,100.0L,22
1585,Fidelity International,Data Architect,8,5060000,50.6,23.4L,93.0L,4
666,Google,Data Engineer,3,4530000,45.3,16.5L,93.5L,16
919,Kyndryl,Senior Data Scientist,3,4440000,44.4,11.6L,93.0L,5
758,Walmart,Senior Data Scientist,5,4300000,43,30.0L,65.0L,32
759,Amazon,Senior Data Scientist,5,4150000,41.5,26.0L,75.0L,30
790,PayPal,Senior Data Scientist,6,4070000,40.7,30.0L,45.0L,15
927,Adobe,Senior Data Scientist,8,4000000,40,30.0L,50.0L,4
1599,Hitachi,Data Architect,21,4000000,40,25.0L,50.0L,3
893,Innova Solutions,Senior Data Scientist,4,3970000,39.7,6.0L,97.0L,5
910,Koch Business Solutions,Senior Data Scientist,4,3960000,39.6,23.0L,51.0L,5
1425,Intuit,Senior Data Engineer,8,3900000,39,26.0L,47.0L,5
925,MSCI,Senior Data Scientist,6,3840000,38.4,35.4L,42.0L,4
875,SAP,Senior Data Scientist,7,3660000,36.6,17.2L,51.0L,5
1592,Automatic Data Processing,Data Architect,7,3650000,36.5,14.0L,102.0L,4
1324,Walmart,Senior Data Engineer,6,3570000,35.7,23.0L,49.3L,44
1584,Shell,Data Architect,14,3570000,35.7,33.6L,38.0L,4
1566,JP Morgan Chase,Data Architect,8,3510000,35.1,27.0L,45.0L,8
1426,Expedia,Senior Data Engineer,6,3480000,34.8,30.0L,41.3L,5
894,Automatic Data Processing,Senior Data Scientist,9,3440000,34.4,27.0L,39.4L,5
170,Apple,Data Scientist,2,3360000,33.6,8.2L,74.5L,15
1570,PepsiCo,Data Architect,10,3360000,33.6,26.1L,49.0L,6
1601,T-Systems,Data Architect,16,3330000,33.3,33.0L,34.0L,3
1485,Roche Diagnostics,Senior Data Engineer,5,3310000,33.1,23.5L,43.0L,4
1588,Bajaj Finserv,Data Architect,6,3310000,33.1,19.0L,42.5L,4
1563,Adobe,Data Architect,9,3260000,32.6,30.0L,37.0L,8
921,Chegg,Senior Data Scientist,3,3220000,32.2,29.9L,35.0L,5
23,Microsoft Corporation,Data Scientist,1,3210000,32.1,13.0L,60.0L,81
873,Yodlee,Senior Data Scientist,2,3210000,32.1,27.0L,36.0L,5
1341,Amazon,Senior Data Engineer,6,3200000,32,18.0L,45.0L,19
934,Commonwealth Bank of Australia,Senior Data Scientist,4,3180000,31.8,27.0L,35.0L,4
883,Freelance Consultants,Senior Data Scientist,7,3170000,31.7,18.6L,42.0L,5
902,Samsung Research,Senior Data Scientist,2,3170000,31.7,20.5L,40.0L,5
1368,Commonwealth Bank of Australia,Senior Data Engineer,7,3170000,31.7,20.8L,43.1L,11
784,Blue Yonder,Senior Data Scientist,2,3160000,31.6,18.0L,50.0L,17
868,Paytm,Senior Data Scientist,3,3160000,31.6,27.0L,40.0L,6
872,Oyo Rooms,Senior Data Scientist,3,3100000,31,20.0L,42.0L,5
1351,NIKE,Senior Data Engineer,5,3100000,31,27.0L,35.0L,16
830,Info Edge,Senior Data Scientist,1,3090000,30.9,21.0L,37.0L,8
164,Go-Jek,Data Scientist,3,3050000,30.5,16.5L,44.0L,15
820,Novartis Healthcare,Senior Data Scientist,5,3050000,30.5,16.0L,51.0L,10
918,Blend360,Senior Data Scientist,5,3040000,30.4,26.3L,35.0L,5
1575,Barclays,Data Architect,15,3040000,30.4,30.0L,30.7L,5
769,Ericsson,Senior Data Scientist,7,3020000,30.2,14.2L,50.6L,22
780,Reliance jio,Senior Data Scientist,4,3000000,30,18.5L,46.0L,18
1451,Kloud 9,Senior Data Engineer,7,2990000,29.9,24.0L,39.0L,5
853,Shell,Senior Data Scientist,6,2980000,29.8,22.0L,35.5L,6
1591,Ab Inbev,Data Architect,14,2980000,29.8,26.1L,31.0L,4
1594,Whishworks It Consulting,Data Architect,13,2980000,29.8,20.0L,37.0L,4
914,PepsiCo,Senior Data Scientist,8,2950000,29.5,19.0L,39.5L,5
1388,Koch Business Solutions,Senior Data Engineer,7,2950000,29.5,23.0L,37.0L,9
142,Adobe,Data Scientist,3,2940000,29.4,20.0L,44.0L,17
1371,Oracle,Senior Data Engineer,5,2920000,29.2,15.0L,51.0L,11
1374,Intersoft Data Labs,Senior Data Engineer,3,2920000,29.2,20.0L,37.8L,10
922,First Source,Senior Data Scientist,10,2900000,29,28.0L,30.0L,4
1151,Walmart,Senior Data Analyst,4,2900000,29,16.5L,40.0L,32
1595,ITC Infotech India,Data Architect,12,2900000,29,19.8L,40.0L,4
859,Cerner,Senior Data Scientist,6,2890000,28.9,23.7L,35.8L,6
1345,Morgan Stanley,Senior Data Engineer,6,2880000,28.8,20.0L,36.5L,18
708,Visa,Data Engineer,1,2870000,28.7,16.5L,37.0L,11
1396,American Express,Senior Data Engineer,7,2860000,28.6,22.0L,40.0L,8
1578,IQVIA,Data Architect,8,2860000,28.6,25.0L,34.0L,5
21,Walmart,Data Scientist,2,2830000,28.3,17.8L,41.0L,85
860,Algonomy,Senior Data Scientist,2,2830000,28.3,23.0L,32.0L,6
869,Citicorp,Senior Data Scientist,6,2830000,28.3,21.0L,35.0L,6
1082,Commonwealth Bank of Australia,Senior Business Analyst,5,2830000,28.3,21.0L,38.0L,22
1593,Brillio,Data Architect,14,2830000,28.3,25.0L,38.0L,4
1468,ConcertAI,Senior Data Engineer,5,2820000,28.2,22.0L,32.0L,5
12,Amazon,Data Scientist,2,2810000,28.1,9.5L,50.0L,140
755,Ab Inbev,Senior Data Scientist,3,2800000,28,22.0L,35.0L,44
806,GE Healthcare,Senior Data Scientist,3,2800000,28,24.0L,33.0L,11
933,Aditya Birla Group,Senior Data Scientist,7,2800000,28,26.0L,30.0L,4
984,NetCracker,Senior Business Analyst,10,2800000,28,21.0L,36.0L,62
31,PayPal,Data Scientist,3,2770000,27.7,15.0L,45.0L,57
174,Franklin Templeton Investments,Data Scientist,3,2770000,27.7,15.0L,45.0L,14
804,JP Morgan Chase,Senior Data Scientist,5,2770000,27.7,14.0L,51.0L,12
678,Expedia,Data Engineer,4,2760000,27.6,20.0L,40.0L,13
896,Boeing,Senior Data Scientist,8,2760000,27.6,25.2L,30.0L,5
1475,Telstra,Senior Data Engineer,7,2760000,27.6,18.0L,32.0L,4
1569,Deloitte,Data Architect,11,2760000,27.6,21.2L,32.3L,6
1583,Happiest Minds Technologies,Data Architect,12,2760000,27.6,26.5L,29.0L,4
825,Baker Hughes,Senior Data Scientist,3,2740000,27.4,23.0L,32.0L,9
901,HALODOC,Senior Data Scientist,2,2740000,27.4,18.0L,38.0L,5
843,Franklin Templeton Investments,Senior Data Scientist,7,2730000,27.3,22.0L,32.0L,7
888,Akamai Technologies,Senior Data Scientist,4,2730000,27.3,22.5L,34.0L,5
1332,Visa,Senior Data Engineer,3,2730000,27.3,20.0L,32.6L,31
823,HERE Technologies,Senior Data Scientist,6,2710000,27.1,22.5L,30.0L,9
1362,Innova Solutions,Senior Data Engineer,7,2710000,27.1,16.0L,40.0L,12
1598,Coforge,Data Architect,7,2710000,27.1,18.5L,39.0L,4
935,Swiss Re,Senior Data Scientist,5,2690000,26.9,11.9L,34.5L,4
832,Eli Lilly and Company,Senior Data Scientist,4,2680000,26.8,22.5L,32.0L,8
1562,UST,Data Architect,9,2680000,26.8,16.0L,45.0L,9
852,Verizon,Senior Data Scientist,7,2670000,26.7,11.0L,37.0L,6
1390,McKinsey & Company,Senior Data Engineer,5,2660000,26.6,19.0L,33.0L,8
718,Autodesk,Data Engineer,0,2650000,26.5,6.4L,40.0L,11
1382,Ab Inbev,Senior Data Engineer,8,2640000,26.4,20.0L,35.0L,9
1400,MakeMyTrip,Senior Data Engineer,3,2640000,26.4,17.0L,37.0L,7
762,Optum,Senior Data Scientist,5,2620000,26.2,18.0L,36.0L,28
1459,Mercedes-Benz Research & Development India,Senior Data Engineer,3,2620000,26.2,11.5L,60.0L,5
1567,Genpact,Data Architect,7,2610000,26.1,15.0L,37.0L,7
1369,Cisco Systems,Senior Data Engineer,10,2590000,25.9,22.0L,32.0L,11
1408,Paytm,Senior Data Engineer,4,2590000,25.9,20.0L,33.0L,7
1577,Vodafone Idea,Data Architect,10,2580000,25.8,21.3L,30.0L,5
1474,Advance Auto Parts,Senior Data Engineer,7,2570000,25.7,24.0L,28.9L,4
754,Fractal Analytics,Senior Data Scientist,4,2560000,25.6,18.0L,32.0L,47
993,Shell,Senior Business Analyst,7,2560000,25.6,15.5L,35.2L,53
805,MasterCard,Senior Data Scientist,2,2550000,25.5,18.2L,36.0L,12
1571,Anthology,Data Architect,11,2550000,25.5,25.0L,26.3L,6
1589,GlobalLogic,Data Architect,10,2550000,25.5,22.7L,28.5L,4
1420,Eli Lilly and Company,Senior Data Engineer,7,2540000,25.4,17.4L,32.0L,6
787,Oracle,Senior Data Scientist,3,2520000,25.2,20.0L,37.0L,16
904,Subex,Senior Data Scientist,4,2520000,25.2,11.8L,37.0L,5
1296,Mobile Premier League,Senior Data Analyst,1,2520000,25.2,20.0L,28.0L,7
622,Microsoft Corporation,Data Engineer,3,2510000,25.1,13.0L,40.1L,24
847,Johnson Controls,Senior Data Scientist,4,2510000,25.1,18.5L,32.0L,7
930,HDFC Bank,Senior Data Scientist,6,2510000,25.1,15.2L,33.0L,4
721,Apple,Data Engineer,3,2500000,25,17.0L,35.0L,11
783,Lowe's,Senior Data Scientist,4,2500000,25,16.0L,33.0L,17
870,Quantium Analytics,Senior Data Scientist,5,2500000,25,24.0L,27.0L,6
1380,Hewlett-Packard Enterprise,Senior Data Engineer,3,2490000,24.9,9.0L,35.0L,9
1544,Danaher,Machine Learning Engineer,6,2480000,24.8,24.0L,26.0L,5
1590,L&T Infotech,Data Architect,11,2480000,24.8,20.5L,33.5L,4
1358,BCG,Senior Data Engineer,4,2470000,24.7,20.1L,28.0L,13
906,Hitachi Vantara,Senior Data Scientist,7,2460000,24.6,18.7L,35.0L,5
920,HSBC,Senior Data Scientist,0,2460000,24.6,22.0L,28.0L,5
1552,Accenture,Data Architect,8,2460000,24.6,15.8L,33.0L,55
1432,Apar Technologies,Senior Data Engineer,8,2450000,24.5,21.5L,28.0L,5
765,IBM,Senior Data Scientist,5,2440000,24.4,14.0L,36.0L,25
890,GEP Worldwide,Senior Data Scientist,6,2440000,24.4,22.0L,32.0L,5
802,Genpact,Senior Data Scientist,4,2420000,24.2,10.0L,35.0L,12
785,Bosch Global Software Technologies,Senior Data Scientist,2,2410000,24.1,16.1L,30.0L,16
858,Johnson & Johnson,Senior Data Scientist,5,2410000,24.1,17.0L,35.0L,6
1350,Nagarro,Senior Data Engineer,3,2410000,24.1,17.0L,32.0L,16
1491,Akamai Technologies,Senior Data Engineer,5,2410000,24.1,21.8L,25.1L,4
1428,IHS Markit,Senior Data Engineer,6,2400000,24,19.0L,27.0L,5
1564,Cgi Group,Data Architect,8,2390000,23.9,17.0L,30.6L,8
766,Target,Senior Data Scientist,2,2380000,23.8,15.5L,30.0L,25
1477,Epsilon,Senior Data Engineer,8,2380000,23.8,16.5L,26.8L,4
648,Adobe,Data Engineer,3,2370000,23.7,14.0L,34.0L,18
777,Wolters Kluwer,Senior Data Scientist,6,2370000,23.7,18.0L,30.0L,19
1403,PayPal,Senior Data Engineer,6,2370000,23.7,19.0L,28.0L,7
85,VMware Software,Data Scientist,4,2360000,23.6,11.5L,32.1L,25
616,Koch Business Solutions,Data Engineer,4,2360000,23.6,12.0L,34.0L,27
900,Neal Analytics,Senior Data Scientist,4,2360000,23.6,21.0L,29.0L,5
1349,JLL,Senior Data Engineer,4,2350000,23.5,16.5L,33.0L,16
1568,Ernst & Young,Data Architect,8,2350000,23.5,20.0L,27.7L,6
139,Fidelity Investment,Data Scientist,3,2340000,23.4,13.8L,36.0L,18
863,American Express,Senior Data Scientist,3,2330000,23.3,22.0L,25.1L,6
1325,Shell,Senior Data Engineer,3,2330000,23.3,11.2L,36.0L,42
1548,Hewlett-Packard Enterprise,Machine Learning Engineer,2,2330000,23.3,7.0L,40.0L,4
48,Flipkart,Data Scientist,0,2320000,23.2,14.7L,42.0L,37
155,Exxon Mobil,Data Scientist,2,2320000,23.2,14.0L,30.1L,16
813,Dell,Senior Data Scientist,3,2320000,23.2,15.0L,32.0L,11
827,Epsilon,Senior Data Scientist,4,2320000,23.2,19.0L,26.0L,8
866,Cummins,Senior Data Scientist,3,2320000,23.2,17.8L,29.9L,6
1439,Rakuten,Senior Data Engineer,5,2320000,23.2,16.6L,30.9L,5
713,GSK Pharmaceuticals,Data Engineer,5,2310000,23.1,19.0L,27.0L,11
796,VMware Software,Senior Data Scientist,2,2310000,23.1,16.0L,36.5L,14
801,Wells Fargo India,Senior Data Scientist,5,2310000,23.1,14.0L,30.0L,13
857,GE,Senior Data Scientist,4,2310000,23.1,16.0L,30.0L,6
1346,EPAM Systems,Senior Data Engineer,4,2310000,23.1,17.0L,27.0L,18
1409,Citicorp,Senior Data Engineer,4,2310000,23.1,18.8L,28.0L,7
1561,HCL Technologies,Data Architect,13,2310000,23.1,16.6L,31.0L,10
680,Adidas,Data Engineer,1,2300000,23,14.5L,34.0L,13
760,UnitedHealth,Senior Data Scientist,4,2300000,23,15.6L,30.5L,30
835,Iris Software,Senior Data Scientist,6,2300000,23,17.0L,27.0L,8
1101,UBS,Senior Business Analyst,7,2290000,22.9,10.8L,33.0L,20
95,Bank of America,Data Scientist,2,2280000,22.8,13.2L,30.3L,23
791,Citibank,Senior Data Scientist,4,2280000,22.8,16.0L,30.0L,15
889,Quest Global,Senior Data Scientist,4,2280000,22.8,14.0L,41.0L,5
923,Caterpillar Inc,Senior Data Scientist,9,2280000,22.8,20.3L,24.0L,4
1573,Atos,Data Architect,12,2280000,22.8,17.2L,35.7L,5
821,Vodafone Idea,Senior Data Scientist,4,2270000,22.7,13.1L,32.7L,10
913,Ecolab Digital Center,Senior Data Scientist,4,2270000,22.7,19.3L,26.1L,5
844,Philips,Senior Data Scientist,5,2260000,22.6,19.0L,25.9L,7
1559,Capgemini,Data Architect,10,2260000,22.6,16.0L,32.0L,19
807,IHS Markit,Senior Data Scientist,5,2250000,22.5,16.0L,29.0L,11
831,Sigmoid Analytics,Senior Data Scientist,2,2250000,22.5,15.0L,30.0L,8
1087,Persistent Systems,Senior Business Analyst,7,2250000,22.5,15.0L,30.5L,22
1440,Honeywell Technology Solutions,Senior Data Engineer,2,2250000,22.5,20.1L,24.0L,5
1574,ValueLabs,Data Architect,9,2250000,22.5,21.0L,26.7L,5
884,Decision Point,Senior Data Scientist,3,2240000,22.4,19.0L,25.0L,5
1083,Volante Technologies,Senior Business Analyst,9,2230000,22.3,15.0L,28.0L,22
1360,JP Morgan Chase,Senior Data Engineer,5,2230000,22.3,11.9L,28.0L,13
826,Tiger Analytics,Senior Data Scientist,5,2220000,22.2,18.0L,27.5L,9
929,Western Union,Senior Data Scientist,4,2220000,22.2,20.0L,25.0L,4
1423,GE Transportation,Senior Data Engineer,8,2220000,22.2,21.0L,23.0L,6
1450,Boeing,Senior Data Engineer,7,2220000,22.2,14.0L,27.0L,5
579,Walmart,Data Engineer,3,2210000,22.1,15.0L,31.9L,88
834,GE Aviation,Senior Data Scientist,5,2210000,22.1,14.5L,29.0L,8
1338,Target,Senior Data Engineer,3,2210000,22.1,15.5L,30.0L,25
1343,Tiger Analytics,Senior Data Engineer,5,2210000,22.1,15.0L,28.0L,19
573,Amazon,Data Engineer,2,2200000,22,11.0L,40.0L,166
1068,Eurofins It Solutions,Senior Business Analyst,7,2200000,22,16.0L,24.8L,24
41,Novartis Healthcare,Data Scientist,2,2190000,21.9,9.0L,36.0L,41
185,Ola Cabs,Data Scientist,1,2190000,21.9,13.0L,30.0L,13
979,EPAM Systems,Senior Business Analyst,7,2190000,21.9,17.0L,25.5L,64
1317,Wells Fargo India,Senior Data Engineer,7,2190000,21.9,16.9L,31.5L,64
1455,Societe Generale,Senior Data Engineer,7,2190000,21.9,12.5L,34.5L,5
1322,Fractal Analytics,Senior Data Engineer,4,2180000,21.8,16.0L,30.0L,49
1482,Blackhawk Network,Senior Data Engineer,5,2180000,21.8,16.4L,25.0L,4
1596,IVY Comptech,Data Architect,12,2180000,21.8,17.0L,29.0L,4
911,Noodle.Ai,Senior Data Scientist,2,2170000,21.7,18.0L,26.0L,5
591,PayPal,Data Engineer,4,2160000,21.6,12.8L,31.0L,44
1582,PwC,Data Architect,8,2160000,21.6,13.0L,32.0L,5
851,o9 Solutions,Senior Data Scientist,4,2150000,21.5,13.5L,28.0L,7
1367,Maersk Line,Senior Data Engineer,4,2150000,21.5,16.2L,29.5L,11
761,Ernst & Young,Senior Data Scientist,4,2140000,21.4,15.0L,30.0L,29
836,Claim Genius,Senior Data Scientist,3,2140000,21.4,18.4L,27.0L,8
1424,Baker Hughes,Senior Data Engineer,8,2140000,21.4,16.0L,27.1L,6
691,NIKE,Data Engineer,3,2130000,21.3,14.1L,29.0L,13
879,Nvidia,Senior Data Scientist,2,2130000,21.3,10.0L,28.0L,5
757,Deloitte,Senior Data Scientist,5,2120000,21.2,14.0L,35.0L,42
797,PwC,Senior Data Scientist,4,2120000,21.2,13.0L,30.0L,14
812,Legato Health Technologies,Senior Data Scientist,4,2120000,21.2,15.6L,26.0L,11
895,Brillio,Senior Data Scientist,4,2120000,21.2,12.0L,34.0L,5
1435,T-Systems,Senior Data Engineer,7,2120000,21.2,17.5L,23.5L,5
1558,Globant,Data Architect,4,2120000,21.2,15.5L,32.0L,21
781,Sapient Corporation,Senior Data Scientist,2,2110000,21.1,14.2L,28.5L,18
819,ValueLabs,Senior Data Scientist,3,2110000,21.1,10.3L,26.5L,10
1313,Maersk,Senior Data Engineer,5,2110000,21.1,13.4L,31.0L,110
30,Shell,Data Scientist,3,2090000,20.9,13.5L,27.0L,57
134,Maersk,Data Scientist,4,2090000,20.9,14.0L,31.0L,18
1581,Mphasis,Data Architect,13,2090000,20.9,14.0L,32.0L,5
885,IDFC FIRST Bank,Senior Data Scientist,4,2080000,20.8,14.0L,26.0L,5
816,Hewlett-Packard Enterprise,Senior Data Scientist,3,2070000,20.7,17.0L,30.0L,10
1077,IVY Comptech,Senior Business Analyst,7,2070000,20.7,16.2L,25.0L,23
1169,McKinsey & Company,Senior Data Analyst,3,2070000,20.7,12.9L,27.2L,20
1526,Oracle,Machine Learning Engineer,1,2070000,20.7,20.0L,22.0L,6
15,Ab Inbev,Data Scientist,2,2060000,20.6,15.0L,26.2L,116
128,Blue Yonder,Data Scientist,3,2060000,20.6,15.1L,26.0L,19
828,AntWorks,Senior Data Scientist,3,2060000,20.6,14.0L,30.0L,8
845,DBS Bank,Senior Data Scientist,4,2060000,20.6,16.5L,25.0L,7
32,JP Morgan Chase,Data Scientist,2,2050000,20.5,12.0L,31.0L,56
671,Morgan Stanley,Data Engineer,3,2050000,20.5,11.0L,26.0L,14
983,Iris Software,Senior Business Analyst,7,2050000,20.5,15.5L,27.0L,63
1478,Cimpress,Senior Data Engineer,4,2050000,20.5,15.0L,23.0L,4
1580,Mindtree,Data Architect,10,2050000,20.5,17.5L,23.0L,5
627,NatWest Group,Data Engineer,2,2040000,20.4,11.1L,32.0L,23
932,EdgeVerve Systems,Senior Data Scientist,5,2040000,20.4,12.0L,27.5L,4
971,Flipkart,Senior Business Analyst,3,2040000,20.4,14.0L,27.5L,79
1052,Gartner India Research and Advisory Services,Senior Business Analyst,3,2040000,20.4,13.8L,26.0L,28
1394,DBS Bank,Senior Data Engineer,5,2040000,20.4,14.0L,30.0L,8
132,CARS24.com,Data Scientist,1,2030000,20.3,14.5L,24.0L,18
1492,Quest Global,Senior Data Engineer,8,2030000,20.3,17.0L,24.0L,4
846,International School of Engineering,Senior Data Scientist,9,2020000,20.2,15.0L,25.0L,7
905,BCG,Senior Data Scientist,3,2020000,20.2,19.8L,21.5L,5
909,Decimal Point Analytics,Senior Data Scientist,2,2020000,20.2,12.2L,24.0L,5
1111,ThoughtWorks,Senior Business Analyst,5,2020000,20.2,15.8L,25.0L,19
1429,Swiss Re,Senior Data Engineer,6,2020000,20.2,17.0L,25.0L,5
1557,Wipro,Data Architect,8,2020000,20.2,13.0L,27.5L,29
978,Amazon,Senior Business Analyst,3,2010000,20.1,4.5L,30.0L,67
1089,Sabre,Senior Business Analyst,6,2010000,20.1,13.8L,28.0L,22
1397,Nisum Technologies,Senior Data Engineer,3,2010000,20.1,18.0L,24.0L,8
1486,Fidelity National Information Services,Senior Data Engineer,6,2010000,20.1,12.0L,23.8L,4
779,L&T Infotech,Senior Data Scientist,2,2000000,20,12.3L,28.0L,19
848,Bajaj Finance,Senior Data Scientist,1,2000000,20,16.0L,30.0L,7
1431,Siemens Healthineers,Senior Data Engineer,4,2000000,20,14.0L,24.0L,5
1446,Gartner India Research and Advisory Services,Senior Data Engineer,3,2000000,20,16.5L,24.5L,5
1465,phData,Senior Data Engineer,4,2000000,20,16.0L,25.0L,5
1483,Wabtec,Senior Data Engineer,9,2000000,20,19.0L,21.0L,4
649,Commonwealth Bank of Australia,Data Engineer,2,1990000,19.9,9.9L,28.8L,18
1387,NTT DATA,Senior Data Engineer,2,1990000,19.9,11.0L,28.6L,9
1470,Sapient Global Markets,Senior Data Engineer,5,1990000,19.9,15.0L,25.0L,4
1553,TCS,Data Architect,8,1990000,19.9,13.0L,30.0L,49
1352,Micron Technology,Senior Data Engineer,5,1980000,19.8,12.5L,29.0L,16
1404,Harman Connected Services,Senior Data Engineer,5,1980000,19.8,14.0L,32.0L,7
1565,Infosys,Data Architect,13,1980000,19.8,11.9L,32.0L,8
1572,DXC Technology,Data Architect,14,1980000,19.8,15.5L,24.0L,5
815,Morningstar,Senior Data Scientist,4,1970000,19.7,16.2L,24.6L,10
882,Scienaptic Systems,Senior Data Scientist,6,1970000,19.7,15.0L,23.5L,5
1149,BCG,Senior Data Analyst,5,1970000,19.7,16.0L,24.0L,36
1231,comScore,Senior Data Analyst,5,1970000,19.7,13.5L,24.0L,10
79,MasterCard,Data Scientist,2,1960000,19.6,12.1L,25.3L,26
1437,BA Continuum,Senior Data Engineer,7,1960000,19.6,17.4L,21.0L,5
1555,IBM,Data Architect,10,1960000,19.6,13.5L,29.0L,44
1556,Cognizant,Data Architect,10,1960000,19.6,15.0L,25.5L,42
210,Shell,Business Analyst,4,1950000,19.5,12.0L,30.0L,258
798,EXL Service,Senior Data Scientist,3,1950000,19.5,14.5L,30.0L,13
1013,Citibank,Senior Business Analyst,3,1950000,19.5,8.2L,25.5L,42
1407,Luxoft,Senior Data Engineer,5,1950000,19.5,15.0L,23.0L,7
1443,ValueLabs,Senior Data Engineer,5,1950000,19.5,15.0L,21.7L,5
1481,Milliman,Senior Data Engineer,5,1950000,19.5,14.1L,25.0L,4
145,Boeing,Data Scientist,1,1940000,19.4,13.5L,35.0L,17
1321,Sapient Corporation,Senior Data Engineer,4,1940000,19.4,15.0L,26.0L,51
1457,ValueMomentum,Senior Data Engineer,4,1940000,19.4,12.0L,27.0L,5
1506,Qualcomm,Machine Learning Engineer,0,1940000,19.4,12.0L,29.8L,12
1532,Barclays,Machine Learning Engineer,3,1940000,19.4,9.0L,29.1L,5
1540,Fractal Analytics,Machine Learning Engineer,4,1940000,19.4,15.0L,25.0L,5
634,Cisco Systems,Data Engineer,3,1930000,19.3,12.0L,28.0L,20
771,HCL Technologies,Senior Data Scientist,4,1930000,19.3,14.4L,25.0L,22
1035,Meesho,Senior Business Analyst,2,1930000,19.3,16.0L,23.0L,32
1348,GE,Senior Data Engineer,4,1930000,19.3,14.0L,25.2L,16
1467,MassMutual,Senior Data Engineer,6,1930000,19.3,18.3L,21.0L,5
58,ABC,Data Scientist,2,1920000,19.2,6.5L,35.0L,32
77,Citicorp,Data Scientist,2,1920000,19.2,14.0L,23.5L,26
1206,Bank of America,Senior Data Analyst,5,1920000,19.2,11.7L,26.0L,14
69,Cisco Systems,Data Scientist,2,1900000,19,12.0L,32.5L,28
899,Decision Minds,Senior Data Scientist,5,1900000,19,13.0L,22.4L,5
1586,Maveric Systems,Data Architect,9,1900000,19,19.0L,19.0L,4
751,Accenture,Senior Data Scientist,3,1890000,18.9,10.5L,30.5L,80
764,Incedo,Senior Data Scientist,3,1890000,18.9,15.0L,25.0L,26
849,Ganit Business Solutions,Senior Data Scientist,5,1890000,18.9,15.5L,21.5L,7
880,AlgoAnalytics Financial Consultancy,Senior Data Scientist,3,1890000,18.9,16.5L,20.7L,5
1336,Lowe's,Senior Data Engineer,5,1890000,18.9,16.0L,25.0L,26
1402,TO THE NEW,Senior Data Engineer,4,1890000,18.9,18.0L,20.0L,7
1472,Red Hat,Senior Data Engineer,2,1890000,18.9,11.8L,26.0L,4
892,ACL Digital,Senior Data Scientist,3,1880000,18.8,10.7L,25.0L,5
225,NetCracker,Business Analyst,5,1870000,18.7,12.0L,28.0L,159
603,JP Morgan Chase,Data Engineer,4,1870000,18.7,8.0L,29.0L,32
1036,Gartner,Senior Business Analyst,2,1870000,18.7,12.5L,24.0L,32
1043,Danske IT,Senior Business Analyst,7,1870000,18.7,14.3L,24.1L,31
1070,Hsbc Technology,Senior Business Analyst,6,1870000,18.7,13.0L,25.0L,24
1384,GE Aviation,Senior Data Engineer,8,1870000,18.7,16.0L,24.0L,9
1449,Franklin Templeton International Services,Senior Data Engineer,5,1870000,18.7,14.2L,23.5L,5
1473,EXL Service,Senior Data Engineer,3,1870000,18.7,13.0L,23.6L,4
792,Innominds Software,Senior Data Scientist,4,1860000,18.6,13.5L,27.5L,14
850,Xoriant,Senior Data Scientist,6,1860000,18.6,15.0L,23.5L,7
1386,ZS,Senior Data Engineer,2,1860000,18.6,15.0L,23.0L,9
1438,Softcrylic Technology Solutions,Senior Data Engineer,4,1860000,18.6,10.0L,29.5L,5
159,Iris Software,Data Scientist,5,1850000,18.5,11.5L,25.8L,16
633,McKinsey & Company,Data Engineer,2,1850000,18.5,10.0L,25.0L,20
963,VMware Software,Senior Business Analyst,6,1850000,18.5,11.7L,24.8L,92
1262,Standard Chartered Global Business Services,Senior Data Analyst,4,1850000,18.5,10.5L,27.4L,8
1333,Ernst & Young,Senior Data Engineer,3,1850000,18.5,12.0L,28.5L,30
1393,Optum Global Solutions,Senior Data Engineer,7,1850000,18.5,14.5L,23.5L,8
146,Citigroup,Data Scientist,1,1840000,18.4,13.5L,27.5L,17
700,Eli Lilly and Company,Data Engineer,3,1840000,18.4,16.0L,22.0L,12
794,Honeywell Technology Solutions,Senior Data Scientist,2,1840000,18.4,10.0L,35.0L,14
817,Tredence,Senior Data Scientist,3,1840000,18.4,12.4L,26.0L,10
842,Yash Technologies,Senior Data Scientist,5,1840000,18.4,12.1L,23.5L,7
886,Thomson Reuters,Senior Data Scientist,4,1840000,18.4,10.0L,27.5L,5
1029,Standard Chartered Global Business Services,Senior Business Analyst,7,1840000,18.4,11.0L,29.9L,35
1047,Swiggy,Senior Business Analyst,2,1840000,18.4,13.8L,22.0L,30
1489,Hexaware Technologies,Senior Data Engineer,8,1840000,18.4,13.0L,22.8L,4
829,Altimetrik,Senior Data Scientist,4,1830000,18.3,12.0L,26.0L,8
53,Societe Generale,Data Scientist,1,1820000,18.2,7.4L,26.0L,35
135,Barclays,Data Scientist,2,1820000,18.2,13.6L,25.0L,18
854,Zensar Technologies,Senior Data Scientist,4,1820000,18.2,14.0L,22.0L,6
855,McKinsey & Company,Senior Data Scientist,6,1820000,18.2,1.0L,31.0L,6
