Day,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F)
21/06/2014,58.5,44,34.9,29.7,2.7,4.6,2,0.12,4.04,0.0,75.4,39.8,71,17,29.849,29.587,26.5,34.5,76.9
22/06/2014,58.1,47,35.9,29.7,3.9,6.4,229,0.12,4.04,0.0,72.8,45.4,77,17,29.859,29.631,19.6,27.6,77.4
23/06/2014,55.9,66,43.5,29.8,4.0,6.6,55,0.12,4.04,0.0,68.6,39.1,91,35,29.923,29.749,15.0,21.9,77.5
24/06/2014,58.7,65,46.2,29.8,3.5,6.0,66,0.12,4.04,0.0,69.8,47.4,92,41,29.892,29.745,16.1,19.6,77.5
25/06/2014,62.0,52,41.5,29.7,2.6,4.5,58,0.12,4.04,0.0,80.2,46.0,88,13,29.836,29.593000000000004,13.8,19.6,78.5
26/06/2014,65.5,39,32.4,29.5,4.6,7.3,245,0.12,4.04,0.0,84.4,42.2,91,11,29.688,29.237,18.4,27.6,81.4
27/06/2014,61.9,34,32.4,29.4,5.6,9.0,258,0.12,4.04,0.0,73.3,51.4,60,21,29.52,29.302,23.0,50.6,77.4
28/06/2014,60.6,32,28.7,29.6,8.3,13.1,253,0.12,4.04,0.0,74.0,50.2,69,15,29.719,29.49,21.9,33.4,75.4
29/06/2014,65.0,30,28.8,29.6,4.7,7.4,250,0.12,4.04,0.0,83.9,38.9,68,12,29.784,29.487,20.7,31.1,81.0
30/06/2014,65.1,32,29.9,29.6,4.8,8.3,292,0.12,4.04,0.0,83.2,45.1,64,11,29.751,29.507,15.0,27.6,80.5
1/07/2014,56.0,49,36.1,29.9,2.8,5.1,105,0.0,4.04,0.0,67.8,38.3,77,33,30.012,29.751,15.0,20.7,67.8
2/07/2014,60.4,53,42.7,29.9,2.8,5.2,102,0.0,4.04,0.0,71.6,49.6,76,36,29.996,29.813,11.5,19.6,77.5
3/07/2014,62.1,54,41.8,29.8,2.5,4.4,52,0.13,4.17,0.04,81.1,41.8,90,17,29.954,29.706,18.4,24.2,79.4
4/07/2014,61.7,54,41.3,29.9,4.7,7.3,267,0.24,4.28,0.01,80.9,47.3,87,18,29.963,29.767,18.4,27.6,79.1
5/07/2014,64.4,47,39.1,29.9,3.7,5.9,260,0.25,4.29,0.01,82.2,45.4,92,16,30.039,29.715,20.7,27.6,80.1
6/07/2014,67.4,37,36.8,29.8,2.9,4.9,335,0.25,4.29,0.0,86.7,46.8,67,13,29.919,29.597,16.1,21.9,83.2
7/07/2014,68.1,46,38.5,29.7,4.6,7.6,321,0.37,4.41,0.02,91.6,45.5,90,9,29.83,29.606,19.6,29.9,87.3
8/07/2014,61.9,67,50.0,29.8,3.0,5.3,72,0.38,4.42,0.01,74.9,53.9,87,43,29.984,29.704,11.5,17.3,77.6
9/07/2014,65.6,49,42.7,29.7,3.8,6.2,276,0.38,4.42,0.0,84.0,45.7,90,15,29.861,29.551,21.9,32.2,81.1
10/07/2014,72.2,32,38.9,29.6,4.8,7.8,252,0.4,4.44,0.01,83.4,59.7,80,17,29.641,29.495,15.0,21.9,80.8
11/07/2014,66.0,58,49.2,29.7,4.4,6.8,255,0.49,4.53,0.01,78.0,57.2,89,28,29.843000000000004,29.593000000000004,13.8,19.6,78.0
12/07/2014,60.3,79,53.3,29.9,3.2,5.3,44,1.44,5.48,0.06,70.3,52.3,91,51,30.041,29.795,18.4,24.2,76.3
13/07/2014,59.6,75,50.8,30.0,2.4,4.1,45,1.66,5.7,0.04,75.6,45.1,94,44,30.149,29.882,17.3,26.5,77.8
14/07/2014,59.6,72,49.2,30.0,1.8,3.3,82,1.73,5.77,0.01,71.9,47.4,95,36,30.089,29.909,10.4,17.3,77.5
15/07/2014,58.6,74,49.9,29.8,3.1,5.1,57,1.92,5.96,0.04,71.1,47.6,93,49,30.0,29.679,20.7,31.1,77.1
16/07/2014,55.0,84,49.8,29.8,2.3,4.0,70,2.19,6.23,0.02,68.4,49.6,94,51,29.865,29.673,13.8,18.4,77.2
17/07/2014,55.7,78,48.5,29.8,1.7,3.3,112,2.2,6.24,0.01,67.1,43.3,95,57,29.963,29.766,10.4,13.8,67.1
18/07/2014,60.7,58,42.7,29.8,2.7,4.7,296,2.21,6.25,0.01,78.1,44.1,94,21,29.826,29.629,15.0,24.2,77.7
19/07/2014,65.4,44,37.3,29.7,2.7,4.7,287,2.21,6.25,0.0,84.3,43.9,83,12,29.838,29.583,13.8,19.6,81.5
20/07/2014,66.5,41,38.0,29.7,3.5,5.6,255,2.21,6.25,0.0,87.4,44.9,74,15,29.841,29.636,17.3,25.3,83.9
21/07/2014,68.4,39,39.9,29.7,3.5,5.6,275,2.21,6.25,0.0,86.1,52.6,65,17,29.822,29.659,13.8,20.7,83.1
22/07/2014,67.3,45,42.6,29.9,3.0,5.2,52,2.21,6.25,0.0,82.8,46.1,73,12,29.986,29.817,13.8,21.9,80.8
23/07/2014,64.4,63,50.7,29.9,2.9,4.9,18,2.26,6.3,0.01,81.2,48.6,87,33,30.036,29.782,17.3,21.9,81.9
24/07/2014,72.5,35,42.0,29.7,7.7,11.9,259,2.26,6.3,0.0,81.8,55.4,64,24,29.865,29.507,24.2,33.4,80.0
25/07/2014,71.0,39,43.7,29.6,7.0,10.5,244,2.39,6.43,0.02,84.3,59.9,85,20,29.752,29.524,18.4,27.6,81.7
26/07/2014,67.7,46,45.2,29.7,4.3,6.7,255,2.45,6.49,0.01,79.8,53.8,79,27,29.892,29.578000000000007,17.3,24.2,79.1
27/07/2014,59.2,74,50.6,30.0,3.0,4.8,27,2.62,6.66,0.03,71.8,44.6,91,54,30.143,29.836,15.0,18.4,76.8
28/07/2014,61.7,72,51.4,30.0,2.1,3.6,33,2.64,6.68,0.01,75.1,47.6,95,36,30.12,29.858,10.4,17.3,77.7
29/07/2014,56.9,83,51.4,29.9,1.3,2.5,190,3.08,7.12,0.01,71.6,50.0,93,48,29.991,29.82,10.4,13.8,77.0
30/07/2014,62.9,58,44.8,29.8,3.3,5.5,286,4.0,8.04,0.06,91.6,38.3,95,9,30.149,29.495,24.2,33.4,87.3
31/07/2014,56.2,71,46.0,30.0,1.2,2.5,183,4.0,8.04,0.0,68.3,45.2,92,44,30.107,29.935,10.4,12.7,77.5
1/08/2014,60.6,55,43.4,30.0,2.0,3.8,134,0.0,8.04,0.0,67.9,46.4,82,40,30.067,29.963,10.4,16.1,67.9
2/08/2014,65.7,43,40.1,30.0,3.0,6.1,69,0.0,8.04,0.0,74.2,39.2,91,20,30.137,29.909,11.5,16.1,76.9
3/08/2014,61.2,56,43.3,29.9,1.7,3.2,57,0.0,8.04,0.0,77.2,42.9,89,25,30.005,29.778,10.4,13.8,78.0
4/08/2014,59.1,65,46.3,29.8,2.3,3.8,302,0.05,8.09,0.01,74.4,45.7,86,31,30.021,29.764,13.8,19.6,77.5
5/08/2014,58.3,74,48.9,29.9,2.7,4.5,300,0.16,8.2,0.02,73.0,49.2,89,34,29.954,29.786,20.7,26.5,77.5
6/08/2014,64.0,51,42.3,29.8,5.7,8.7,251,0.16,8.2,0.0,78.1,49.4,85,15,29.914,29.694000000000006,17.3,25.3,77.4
7/08/2014,58.7,62,44.5,29.8,2.3,3.9,360,0.2,8.24,0.01,76.5,46.1,88,28,29.949,29.719,15.0,19.6,77.6
8/08/2014,58.0,56,39.7,29.9,2.5,4.2,279,0.2,8.24,0.0,74.2,39.6,91,22,29.977,29.766,17.3,31.1,77.5
9/08/2014,59.1,57,40.7,29.9,2.8,4.7,234,0.2,8.24,0.0,79.6,42.5,89,20,29.987,29.799,16.1,26.5,78.7
10/08/2014,56.0,71,46.2,30.0,1.6,2.9,5,0.31,8.35,0.01,66.8,43.6,91,50,30.158,29.925,10.4,12.7,66.8
11/08/2014,58.5,59,41.6,30.1,1.8,3.4,96,0.32,8.36,0.01,74.4,40.1,94,27,30.234,29.999,11.5,18.4,77.4
12/08/2014,61.7,51,39.8,30.0,1.7,3.1,139,0.32,8.36,0.0,79.4,40.9,88,19,30.09,29.824,9.2,24.2,78.5
13/08/2014,62.0,59,46.2,29.8,2.0,3.4,277,0.37,8.41,0.01,80.9,47.9,81,26,29.952,29.669,17.3,21.9,79.7
14/08/2014,63.1,61,48.9,29.7,1.7,3.0,276,0.38,8.42,0.01,74.2,53.8,81,36,29.778,29.621,12.7,20.7,77.5
15/08/2014,64.1,48,42.9,29.8,5.4,8.2,244,0.38,8.42,0.0,77.1,49.9,76,27,29.871,29.71,16.1,25.3,77.8
16/08/2014,67.8,34,35.5,29.8,3.4,5.8,281,0.38,8.42,0.0,83.4,51.4,57,14,29.894,29.693,12.7,19.6,80.7
17/08/2014,63.8,40,34.0,29.8,2.3,4.1,283,0.38,8.42,0.0,84.5,42.9,74,10,29.926,29.719,12.7,20.7,81.5
18/08/2014,61.4,44,36.6,29.8,2.6,4.3,223,0.38,8.42,0.0,79.9,42.1,76,13,29.868,29.669,17.3,29.9,78.3
19/08/2014,61.5,49,39.0,29.7,3.7,6.0,261,0.38,8.42,0.0,77.7,43.2,86,20,29.763,29.481,17.3,26.5,77.6
20/08/2014,64.8,44,41.1,29.6,6.0,9.1,263,0.38,8.42,0.0,77.0,53.2,72,24,29.681,29.474,20.7,27.6,77.4
21/08/2014,64.3,43,40.1,29.7,5.6,8.5,265,0.38,8.42,0.0,77.6,53.9,60,22,29.783,29.6,15.0,21.9,77.5
22/08/2014,58.8,71,48.5,29.8,1.5,2.9,112,0.44,8.48,0.01,67.2,50.7,91,44,29.925,29.675,8.1,13.8,67.2
23/08/2014,57.2,56,40.1,29.7,7.5,11.5,258,0.53,8.57,0.02,68.1,48.2,93,32,29.729,29.6,21.9,33.4,77.4
24/08/2014,59.2,36,31.1,29.7,8.1,11.7,258,0.53,8.57,0.0,70.6,49.5,62,20,29.849,29.675,19.6,27.6,75.9
25/08/2014,56.7,64,43.9,29.9,1.9,3.6,126,0.6,8.64,0.01,70.9,45.5,90,36,29.985,29.783,9.2,11.5,77.5
26/08/2014,55.0,71,44.3,29.9,1.9,3.4,320,0.6,8.64,0.0,73.9,42.1,93,26,30.05,29.835,15.0,18.4,77.5
27/08/2014,57.1,63,42.6,29.9,4.0,6.4,274,0.68,8.72,0.01,70.3,49.2,92,28,29.941,29.771,19.6,28.8,77.4
28/08/2014,56.8,51,38.6,29.8,4.3,7.0,275,0.68,8.72,0.0,67.1,51.6,67,34,29.951,29.764,13.8,19.6,67.1
29/08/2014,58.0,53,39.9,29.8,3.8,6.1,288,0.68,8.72,0.0,73.0,45.7,82,25,29.904,29.747,17.3,21.9,77.4
30/08/2014,56.3,60,38.9,29.8,3.8,6.0,272,0.73,8.77,0.02,77.2,39.9,90,21,29.971,29.66,19.6,29.9,77.3
31/08/2014,54.6,63,40.4,29.7,4.0,6.4,269,0.79,8.83,0.01,71.1,44.2,92,27,29.786,29.587,19.6,33.4,77.4
1/09/2014,54.4,50,31.4,29.8,3.4,5.8,283,0.0,8.83,0.0,71.3,36.0,92,19,29.898000000000003,29.741,15.0,25.3,75.3
2/09/2014,58.3,44,30.6,29.8,3.6,6.0,291,0.0,8.83,0.0,82.6,33.4,84,13,29.986,29.634,20.7,28.8,80.2
3/09/2014,63.0,38,30.6,29.6,5.1,7.6,273,0.0,8.83,0.0,82.7,39.6,78,11,29.745,29.464,20.7,31.1,80.1
4/09/2014,57.6,51,38.0,29.7,3.1,5.3,50,0.09,8.92,0.01,70.4,48.6,91,27,29.903,29.523000000000003,15.0,19.6,77.5
5/09/2014,48.8,88,45.3,30.1,2.3,4.1,68,0.2,9.03,0.01,54.7,45.1,92,70,30.194000000000006,29.9,11.5,12.7,54.7
6/09/2014,52.7,74,43.6,30.1,1.7,3.2,98,0.2,9.03,0.0,67.3,37.5,95,42,30.248,29.989,10.4,13.8,67.3
7/09/2014,56.3,57,37.2,29.9,3.4,5.3,278,0.21,9.04,0.01,77.2,37.9,93,15,30.054,29.733,17.3,26.5,77.1
8/09/2014,56.9,56,40.1,29.8,3.8,6.2,259,0.21,9.04,0.0,72.8,42.3,82,27,29.909,29.639,13.8,24.2,77.3
9/09/2014,57.0,64,44.3,29.6,4.6,7.0,263,0.35,9.18,0.01,68.6,49.8,92,40,29.687,29.493,18.4,24.2,77.4
10/09/2014,54.4,63,39.2,29.8,3.1,5.1,285,0.49,9.32,0.01,68.4,46.2,94,23,29.891,29.689,16.1,25.3,75.8
11/09/2014,44.8,79,38.2,30.0,4.5,7.5,56,0.52,9.35,0.01,54.7,30.9,92,55,30.298,29.746,12.7,16.1,54.7
12/09/2014,34.8,78,28.1,30.4,2.0,3.8,67,0.53,9.36,0.01,48.3,26.9,90,45,30.485,30.26,8.1,11.5,48.3
13/09/2014,52.9,44,26.4,30.0,4.0,6.6,283,0.53,9.36,0.0,74.1,25.7,89,13,30.302,29.765,17.3,25.3,75.6
14/09/2014,53.8,52,31.5,29.9,3.1,5.1,275,0.53,9.36,0.0,78.1,32.7,91,15,30.136,29.81,21.9,29.9,77.1
15/09/2014,52.7,62,38.7,30.0,2.2,3.7,39,0.53,9.36,0.0,69.9,36.3,87,35,30.158,29.865,11.5,16.1,77.4
16/09/2014,57.4,50,33.6,30.0,2.3,4.1,327,0.53,9.36,0.0,80.7,36.5,87,14,30.151,29.815,13.8,20.7,78.9
17/09/2014,55.8,52,35.2,29.8,2.3,3.9,97,0.54,9.37,0.01,80.1,38.5,77,14,29.999,29.748,21.9,27.6,78.4
20/09/2014,65.1,46,42.6,30.0,3.9,6.6,84,0.54,9.37,0.0,75.1,53.9,67,25,30.057,29.898000000000003,16.1,19.6,77.3
21/09/2014,56.0,60,42.1,30.0,2.6,4.4,50,0.54,9.37,0.0,68.6,46.2,83,41,30.113000000000003,29.914,11.5,17.3,77.5
22/09/2014,54.1,70,43.4,29.9,3.6,5.8,265,0.69,9.52,0.01,67.8,44.1,91,32,30.025,29.776,15.0,21.9,67.8
23/09/2014,57.2,55,39.4,29.9,3.4,5.8,288,0.7,9.53,0.01,73.2,45.1,91,28,29.986,29.804,20.7,31.1,76.8
24/09/2014,58.0,51,37.3,30.0,1.7,3.3,135,0.7,9.53,0.0,74.6,42.6,78,21,30.089,29.917,8.1,12.7,77.0
25/09/2014,58.2,52,36.9,29.9,1.6,3.0,154,0.7,9.53,0.0,79.1,37.6,89,21,30.146,29.781,9.2,12.7,78.2
26/09/2014,60.6,48,37.2,29.8,1.8,3.3,124,0.7,9.53,0.0,82.2,40.1,85,17,29.956,29.65,13.8,17.3,80.0
27/09/2014,58.4,48,35.6,29.7,2.2,4.0,85,0.7,9.53,0.0,77.6,39.8,82,21,29.839,29.595,11.5,18.4,77.6
28/09/2014,49.5,73,40.9,29.8,2.2,3.8,107,1.03,9.86,0.03,64.2,37.2,93,50,29.949,29.687,11.5,18.4,64.2
29/09/2014,48.4,79,42.1,29.7,2.6,4.5,283,1.13,9.96,0.01,56.2,41.6,94,56,29.875,29.596,11.5,19.6,56.2
30/09/2014,47.3,51,29.7,29.7,9.9,15.3,255,1.13,9.96,0.0,55.6,43.6,64,37,29.738000000000003,29.585,23.0,34.5,55.6
1/10/2014,45.6,60,31.8,29.7,3.2,5.7,259,0.15,10.11,0.01,54.4,38.1,89,38,29.884,29.619,13.8,25.3,54.4
2/10/2014,44.2,39,19.9,30.0,7.6,12.4,271,0.16,10.12,0.01,53.5,36.6,80,27,30.058000000000003,29.879,21.9,34.5,53.5
3/10/2014,44.6,43,18.8,30.2,7.1,11.1,320,0.16,10.12,0.0,58.7,26.6,86,15,30.295,30.022,18.4,34.5,58.7
4/10/2014,54.9,25,19.6,29.9,8.7,14.4,298,0.16,10.12,0.0,68.3,47.3,33,15,30.023000000000003,29.747,19.6,34.5,73.5
5/10/2014,55.0,32,24.3,29.8,6.9,11.1,287,0.16,10.12,0.0,66.9,45.8,46,17,29.88,29.699,17.3,26.5,66.9
6/10/2014,58.8,27,24.4,29.7,11.9,18.9,291,0.16,10.12,0.0,64.5,56.7,28,22,29.794,29.662,19.6,33.4,64.5
7/10/2014,57.5,31,25.4,29.8,7.8,11.8,272,0.16,10.12,0.0,70.4,38.6,62,18,29.937,29.656,29.9,34.5,75.2
8/10/2014,50.4,49,29.4,29.9,1.2,2.3,144,0.16,10.12,0.0,71.6,34.9,74,15,30.063,29.749,10.4,16.1,74.9
9/10/2014,43.5,76,36.2,30.0,1.5,2.6,115,0.73,10.69,0.01,53.1,38.3,92,54,30.131,29.767,11.5,18.4,53.1
10/10/2014,43.1,83,37.9,30.1,1.3,2.6,141,0.74,10.7,0.01,53.1,36.5,94,57,30.187,30.011,8.1,12.7,53.1
11/10/2014,49.4,55,30.5,29.9,5.5,8.8,276,0.74,10.7,0.0,65.0,34.4,93,23,30.068,29.523000000000003,18.4,28.8,65.0
12/10/2014,44.1,50,26.0,29.7,5.7,9.1,314,0.75,10.71,0.01,54.2,34.6,76,31,30.017,29.41,25.3,32.2,54.2
13/10/2014,41.4,41,18.2,30.1,6.5,10.7,284,0.75,10.71,0.0,52.5,27.8,70,23,30.161,30.012,15.0,26.5,52.5
14/10/2014,49.3,38,21.4,30.0,2.1,3.8,120,0.75,10.71,0.0,70.9,32.4,70,11,30.159,29.842,11.5,17.3,74.0
15/10/2014,58.6,22,11.3,29.8,8.1,12.5,274,0.75,10.71,0.0,75.1,26.9,76,7,29.969,29.509,21.9,31.1,74.3
16/10/2014,54.6,34,24.6,29.7,7.0,10.3,243,0.75,10.71,0.0,67.8,36.5,76,17,29.919,29.473000000000006,23.0,34.5,67.8
17/10/2014,41.0,64,28.0,30.1,1.7,3.2,96,0.75,10.71,0.0,59.6,27.0,91,28,30.226,29.886,10.4,16.1,59.6
18/10/2014,44.1,57,26.4,30.0,1.2,2.4,97,0.75,10.71,0.0,66.6,26.1,91,19,30.243,29.887,9.2,12.7,66.6
19/10/2014,46.1,54,27.5,30.0,1.2,2.4,157,0.75,10.71,0.0,66.7,29.3,82,23,30.173,29.896,8.1,12.7,66.7
20/10/2014,46.9,56,29.1,30.0,1.8,3.0,188,0.75,10.71,0.0,71.5,28.2,89,20,30.22,29.812,15.0,19.6,75.2
21/10/2014,49.2,54,31.1,29.8,4.4,6.8,263,0.75,10.71,0.0,66.9,33.1,83,24,30.011,29.673,17.3,25.3,66.9
22/10/2014,49.3,50,30.7,29.9,6.4,9.2,242,0.75,10.71,0.0,58.3,40.8,67,29,30.053,29.673,24.2,29.9,58.3
23/10/2014,52.5,36,26.0,29.9,5.2,7.8,254,0.75,10.71,0.0,64.7,44.6,52,23,30.042,29.837,16.1,26.5,64.7
24/10/2014,55.4,27,20.1,29.9,6.6,10.1,277,0.75,10.71,0.0,70.8,34.7,50,12,30.135,29.81,24.2,41.4,73.0
25/10/2014,56.0,21,14.2,29.9,4.7,7.3,250,0.75,10.71,0.0,72.7,34.3,50,6,30.126,29.751,17.3,25.3,73.2
26/10/2014,57.4,31,25.6,29.5,11.5,16.9,271,0.81,10.77,0.01,66.6,41.8,81,16,29.732,29.395,25.3,38.0,66.6
27/10/2014,37.0,50,18.1,29.8,8.3,12.8,268,0.86,10.82,0.01,42.0,33.4,86,23,30.08,29.548,21.9,33.4,42.0
28/10/2014,42.4,22,5.2,30.1,7.0,10.2,255,0.86,10.82,0.0,52.2,33.1,34,12,30.142,29.985,18.4,27.6,52.2
29/10/2014,49.3,22,11.7,30.0,9.8,15.0,244,0.86,10.82,0.0,58.7,38.6,28,17,30.088,29.891,23.0,38.0,58.7
30/10/2014,43.6,43,21.5,30.2,3.2,5.4,165,0.86,10.82,0.0,54.4,27.8,76,27,30.455,29.972,12.7,19.6,54.4
31/10/2014,35.0,67,23.6,30.2,2.5,3.8,27,0.86,10.82,0.0,56.6,21.3,89,30,30.44,30.004,16.1,19.6,56.6
1/11/2014,51.0,37,23.7,29.7,4.7,7.0,257,0.0,10.83,0.0,64.3,27.9,78,20,30.004,29.479,18.4,26.5,64.3
2/11/2014,44.2,47,23.1,29.7,4.8,7.4,273,0.0,10.83,0.0,58.6,29.3,86,22,29.77,29.559,19.6,26.5,58.6
3/11/2014,33.1,78,26.8,30.0,3.4,5.6,250,0.13,10.96,0.01,38.5,25.7,91,47,30.279,29.65,13.8,20.7,38.5
4/11/2014,39.2,33,10.4,30.2,7.4,11.1,251,0.14,10.97,0.01,52.3,22.2,62,14,30.447,29.995,20.7,31.1,52.3
5/11/2014,43.4,39,18.0,30.2,5.7,8.8,256,0.14,10.97,0.0,58.6,25.6,74,17,30.367,29.947,24.2,34.5,58.6
6/11/2014,46.4,40,17.2,30.2,6.0,9.2,262,0.14,10.97,0.0,65.3,21.5,82,14,30.527,29.791,24.2,39.1,65.3
7/11/2014,49.8,34,19.0,29.9,8.0,12.2,233,0.23,11.06,0.01,61.2,32.5,90,15,30.207,29.749,25.3,40.3,61.2
8/11/2014,44.6,46,16.5,30.1,8.7,12.9,248,0.25,11.08,0.01,60.2,25.1,94,8,30.345,29.827,23.0,34.5,60.2
9/11/2014,52.8,22,14.4,29.6,11.0,16.2,214,0.25,11.08,0.0,63.8,47.7,26,16,29.827,29.249,25.3,34.5,63.8
10/11/2014,31.0,58,15.5,29.6,6.6,10.3,215,0.25,11.08,0.0,50.1,6.3,89,23,30.159,29.155,27.6,47.2,50.1
11/11/2014,4.9,72,-2.0,30.4,3.3,5.6,54,0.25,11.08,0.0,10.2,-2.8,78,65,30.653,30.17,9.2,12.7,10.2
12/11/2014,-6.7,69,-14.1,30.8,2.1,3.9,73,0.25,11.08,0.0,-0.2,-19.6,72,64,31.032,30.663,6.9,11.5,-0.2
13/11/2014,-0.6,71,-7.9,30.7,1.2,2.3,47,0.28,11.11,0.01,27.0,-22.5,86,62,31.048,30.063,11.5,18.4,27.0
14/11/2014,35.2,50,18.3,29.8,11.1,17.1,247,0.29,11.12,0.01,39.5,27.6,72,38,30.048,29.67,29.9,40.3,39.5
15/11/2014,16.4,72,8.9,30.0,4.0,6.5,47,0.29,11.12,0.0,34.4,-2.9,84,53,30.458,29.633000000000006,20.7,28.8,34.4
16/11/2014,13.1,45,-6.5,30.4,6.0,9.5,242,0.3,11.13,0.01,28.4,-10.5,76,23,30.554,30.231,19.6,27.6,28.4
17/11/2014,24.1,23,-9.2,30.2,8.6,13.7,247,0.3,11.13,0.0,33.1,17.0,37,16,30.302,30.16,19.6,28.8,33.1
18/11/2014,30.4,31,2.9,30.1,14.6,21.3,216,0.3,11.13,0.0,39.5,22.5,42,22,30.232,29.996,27.6,39.1,39.5
19/11/2014,36.0,25,3.5,30.0,11.2,16.2,213,0.3,11.13,0.0,42.6,31.0,30,18,30.083,29.921,23.0,34.5,42.6
20/11/2014,39.8,25,5.8,29.9,8.6,12.5,240,0.3,11.13,0.0,48.8,35.9,41,16,29.941,29.825,17.3,24.2,48.8
21/11/2014,37.6,36,12.7,29.9,8.6,12.5,243,0.3,11.13,0.0,45.2,26.6,54,26,29.979,29.807,19.6,27.6,45.2
22/11/2014,39.6,38,14.9,29.6,15.9,23.2,241,0.3,11.13,0.0,48.5,34.1,73,25,29.843000000000004,29.452,34.5,48.3,48.5
23/11/2014,27.7,40,6.1,29.8,9.0,13.9,245,0.3,11.13,0.0,35.9,20.8,68,26,29.996,29.408,19.6,32.2,35.9
24/11/2014,23.3,44,4.0,30.1,9.2,14.7,261,0.3,11.13,0.0,31.5,18.9,75,27,30.383000000000006,29.858,25.3,36.8,31.5
25/11/2014,29.4,51,13.2,30.0,14.0,21.2,253,0.3,11.13,0.0,38.0,21.0,76,32,30.238000000000003,29.843000000000004,42.6,49.5,38.0
26/11/2014,40.5,50,22.8,30.0,8.3,13.1,253,0.3,11.13,0.0,47.6,31.2,68,35,30.08,29.88,24.2,41.4,47.6
27/11/2014,46.5,26,13.4,30.0,15.6,23.4,241,0.3,11.13,0.0,52.8,40.5,39,19,30.13,29.798,28.8,47.2,52.8
28/11/2014,49.4,18,7.4,29.7,17.7,25.7,242,0.3,11.13,0.0,56.3,44.3,23,14,29.804,29.564,31.1,48.3,56.3
29/11/2014,46.0,18,5.1,29.5,10.0,15.3,248,0.3,11.13,0.0,53.9,41.3,23,13,29.617,29.431,24.2,36.8,53.9
30/11/2014,33.9,43,9.8,29.8,6.7,10.3,254,0.3,11.13,0.0,47.9,14.0,83,21,30.286,29.49,19.6,32.2,47.9
1/12/2014,29.9,59,15.7,30.3,9.5,13.8,242,0.05,11.18,0.01,44.1,12.8,84,34,30.527,29.991,27.6,41.4,44.1
2/12/2014,39.9,32,11.2,29.9,12.4,17.6,242,0.05,11.18,0.0,48.4,27.8,49,19,30.046,29.803,27.6,39.1,48.4
3/12/2014,35.9,51,18.9,30.0,7.4,11.1,244,0.05,11.18,0.0,49.3,24.2,67,38,30.122,29.768,26.5,46.0,49.3
4/12/2014,43.4,42,21.4,29.8,9.8,14.2,240,0.05,11.18,0.0,48.6,38.2,55,34,29.895,29.734,28.8,40.3,48.6
5/12/2014,36.5,47,17.2,30.1,4.6,7.1,249,0.05,11.18,0.0,48.8,22.4,73,24,30.383000000000006,29.856,18.4,27.6,48.8
6/12/2014,33.4,54,16.3,30.3,3.1,4.7,224,0.05,11.18,0.0,51.8,21.4,78,20,30.506,30.126,18.4,26.5,51.8
7/12/2014,41.5,34,15.0,30.1,11.1,16.6,241,0.05,11.18,0.0,48.3,38.0,43,24,30.252,30.046,26.5,36.8,48.3
8/12/2014,38.2,32,8.7,30.2,4.0,6.3,289,0.05,11.18,0.0,55.3,21.6,53,10,30.41,30.076,13.8,20.7,55.3
9/12/2014,38.1,20,-2.7,30.2,4.4,6.5,253,0.05,11.18,0.0,57.6,20.3,49,8,30.452,29.943,17.3,26.5,57.6
10/12/2014,38.1,29,6.5,30.1,1.9,3.2,327,0.05,11.18,0.0,57.6,22.1,61,16,30.262,29.957,13.8,18.4,57.6
11/12/2014,35.9,41,9.6,30.1,3.9,6.0,253,0.05,11.18,0.0,56.2,16.5,75,9,30.317,29.979,18.4,26.5,56.2
12/12/2014,44.0,28,9.6,29.9,2.6,4.0,244,0.05,11.18,0.0,65.6,24.7,56,9,30.066,29.773000000000003,11.5,16.1,65.6
13/12/2014,37.5,38,12.9,29.8,1.3,2.4,358,0.05,11.18,0.0,53.2,21.3,64,18,29.942,29.601,10.4,16.1,53.2
14/12/2014,28.6,73,20.5,29.8,3.4,5.4,255,0.13,11.26,0.01,32.5,19.7,90,47,29.865,29.662,18.4,25.3,32.5
15/12/2014,28.0,42,7.8,30.0,11.6,16.9,240,0.13,11.26,0.0,32.8,19.5,50,31,30.243,29.858,21.9,33.4,32.8
16/12/2014,28.5,50,12.1,30.2,3.6,5.6,251,0.14,11.27,0.01,43.3,11.7,63,31,30.35,29.919,15.0,19.6,43.3
17/12/2014,30.8,65,19.6,29.9,2.1,3.5,237,0.14,11.27,0.0,39.2,18.8,86,39,30.047,29.81,11.5,18.4,39.2
18/12/2014,26.5,59,12.5,30.1,4.8,7.4,259,0.15,11.28,0.01,38.2,12.8,86,33,30.233,30.023000000000003,18.4,21.9,38.2
19/12/2014,30.2,39,7.7,30.1,12.5,18.0,239,0.15,11.28,0.0,35.8,25.6,45,28,30.158,29.978,24.2,34.5,35.8
20/12/2014,33.2,46,14.6,30.0,6.0,8.8,227,0.15,11.28,0.0,42.3,27.0,61,30,30.056,29.844,20.7,27.6,42.3
21/12/2014,33.4,63,21.5,29.6,10.1,15.8,254,0.15,11.28,0.0,39.6,27.3,90,44,29.844,29.453000000000007,29.9,42.6,39.6
